Sales ID,Game_Id,Countryid,Platform,Year_of_Release,Region,Country,Total_Sales,Unit_Price,Revenue,Development_Cost
36,36,1,PC,2011,Europe,Austria,5650,60,339000,281370
37,37,1,PC,2011,Europe,Austria,5800,60,348000,274920
38,38,1,PC,2011,Europe,Austria,4900,60,294000,196980
39,39,1,PC,2011,Europe,Austria,7150,60,429000,368940
40,40,1,PC,2011,Europe,Austria,5050,60,303000,187860
41,41,1,PC,2011,Europe,Austria,10600,60,636000,407040
42,42,1,PC,2012,Europe,Austria,2650,60,159000,136740
43,42,1,Nintendo Switch,2012,Europe,Austria,650,60,39000,26910
44,43,1,Nintendo Switch,2012,Europe,Austria,1800,60,108000,90720
45,44,1,PC,2012,Europe,Austria,4750,60,285000,228000
46,45,1,PC,2012,Europe,Austria,3450,60,207000,157320
47,45,1,Nintendo Switch,2012,Europe,Austria,900,60,54000,45360
48,46,1,PC,2012,Europe,Austria,3800,60,228000,155040
49,47,1,PC,2012,Europe,Austria,5350,60,321000,279270
50,48,1,Nintendo Switch,2012,Europe,Austria,5550,60,333000,249750
51,49,1,PC,2012,Europe,Austria,10800,60,648000,550800
52,49,1,PS4,2014,Europe,Austria,4900,60,294000,188160
53,50,1,Nintendo Switch,2012,Europe,Austria,6700,60,402000,357780
54,51,1,PS4,2013,Europe,Austria,7150,60,429000,304590
55,51,1,XOne,2013,Europe,Austria,3850,60,231000,180180
56,51,1,Nintendo Switch,2013,Europe,Austria,450,60,27000,21330
57,52,1,Nintendo Switch,2013,Europe,Austria,750,60,45000,27900
58,52,1,PS4,2013,Europe,Austria,600,60,36000,32040
59,52,1,XOne,2013,Europe,Austria,300,60,18000,12060
60,53,1,Nintendo Switch,2013,Europe,Austria,1150,60,69000,42090
61,53,1,PS4,2013,Europe,Austria,800,60,48000,36480
62,53,1,XOne,2013,Europe,Austria,550,60,33000,21780
63,54,1,PS4,2014,Europe,Austria,3200,60,192000,138240
64,54,1,Nintendo Switch,2013,Europe,Austria,1650,60,99000,70290
65,54,1,XOne,2014,Europe,Austria,900,60,54000,36720
66,55,1,PS4,2013,Europe,Austria,650,60,39000,30030
67,55,1,XOne,2013,Europe,Austria,250,60,15000,10800
68,56,1,Nintendo Switch,2013,Europe,Austria,2100,60,126000,84420
69,57,1,Nintendo Switch,2013,Europe,Austria,1600,60,96000,64320
70,58,1,XOne,2013,Europe,Austria,2150,60,129000,89010
71,59,1,PC,2013,Europe,Austria,3850,60,231000,210210
72,60,1,PS4,2013,Europe,Austria,1550,60,93000,88350
73,60,1,XOne,2013,Europe,Austria,550,60,33000,27060
74,61,1,XOne,2013,Europe,Austria,1750,60,105000,90300
75,62,1,PS4,2013,Europe,Austria,3800,60,228000,177840
76,62,1,XOne,2013,Europe,Austria,1750,60,105000,63000
77,62,1,Nintendo Switch,2013,Europe,Austria,1750,60,105000,100800
78,62,1,PC,2013,Europe,Austria,600,60,36000,27000
79,63,1,PC,2013,Europe,Austria,3300,60,198000,194040
80,64,1,PS4,2013,Europe,Austria,3400,60,204000,175440
81,65,1,Nintendo Switch,2013,Europe,Austria,2800,60,168000,102480
82,66,1,PS4,2013,Europe,Austria,4600,60,276000,201480
83,66,1,PC,2013,Europe,Austria,950,60,57000,37050
84,66,1,XOne,2013,Europe,Austria,850,60,51000,40290
85,67,1,XOne,2013,Europe,Austria,3950,60,237000,210930
86,68,1,Nintendo Switch,2013,Europe,Austria,3100,60,186000,161820
87,69,1,PS4,2013,Europe,Austria,6650,60,399000,259350
88,70,1,PS4,2013,Europe,Austria,6550,60,393000,306540
89,70,1,XOne,2013,Europe,Austria,2750,60,165000,130350
90,70,1,PC,2013,Europe,Austria,1900,60,114000,85500
91,70,1,Nintendo Switch,2013,Europe,Austria,450,60,27000,16470
92,71,1,PS4,2013,Europe,Austria,9250,60,555000,482850
93,71,1,XOne,2013,Europe,Austria,3300,60,198000,172260
94,71,1,PC,2013,Europe,Austria,1800,60,108000,95040
95,72,1,PS4,2013,Europe,Austria,7750,60,465000,292950
96,72,1,PC,2013,Europe,Austria,4350,60,261000,187920
97,72,1,XOne,2013,Europe,Austria,2900,60,174000,161820
98,73,1,Nintendo Switch,2013,Europe,Austria,5800,60,348000,337560
99,74,1,PS4,2014,Europe,Austria,9500,60,570000,518700
100,74,1,XOne,2014,Europe,Austria,2650,60,159000,104940
101,74,1,PC,2014,Europe,Austria,1300,60,78000,69420
102,74,1,Nintendo Switch,2014,Europe,Austria,250,60,15000,13050
103,75,1,PS4,2014,Europe,Austria,950,60,57000,54720
104,75,1,XOne,2014,Europe,Austria,300,60,18000,11340
105,76,1,PS4,2014,Europe,Austria,1900,60,114000,71820
106,76,1,XOne,2014,Europe,Austria,600,60,36000,32760
107,76,1,Nintendo Switch,2014,Europe,Austria,550,60,33000,20130
108,76,1,PC,2014,Europe,Austria,250,60,15000,11550
109,77,1,PS4,2014,Europe,Austria,1550,60,93000,66960
110,77,1,Nintendo Switch,2014,Europe,Austria,1150,60,69000,57960
111,77,1,XOne,2014,Europe,Austria,650,60,39000,25740
112,77,1,PC,2014,Europe,Austria,200,60,12000,7560
113,100,1,PS4,2014,Europe,Austria,1700,60,102000,66300
114,100,1,XOne,2014,Europe,Austria,550,60,33000,31020
115,78,1,PS4,2014,Europe,Austria,1450,60,87000,53070
116,78,1,XOne,2014,Europe,Austria,1150,60,69000,66240
117,78,1,PC,2014,Europe,Austria,100,60,6000,3600
118,79,1,Nintendo Switch,2014,Europe,Austria,1300,60,78000,67860
119,79,1,PS4,2014,Europe,Austria,900,60,54000,32400
120,80,1,Nintendo Switch,2014,Europe,Austria,1450,60,87000,63510
121,80,1,XOne,2014,Europe,Austria,650,60,39000,23400
122,80,1,PS4,2014,Europe,Austria,650,60,39000,24570
123,81,1,PS4,2014,Europe,Austria,2000,60,120000,103200
124,81,1,Nintendo Switch,2014,Europe,Austria,1050,60,63000,40320
125,81,1,XOne,2014,Europe,Austria,850,60,51000,47940
126,81,1,PC,2014,Europe,Austria,300,60,18000,12780
127,82,1,PS4,2014,Europe,Austria,2050,60,123000,114390
128,82,1,XOne,2014,Europe,Austria,600,60,36000,30240
129,83,1,PS4,2014,Europe,Austria,2850,60,171000,131670
130,83,1,XOne,2014,Europe,Austria,1200,60,72000,59760
131,83,1,PC,2014,Europe,Austria,700,60,42000,32760
132,84,1,XOne,2014,Europe,Austria,2000,60,120000,100800
133,85,1,PS4,2014,Europe,Austria,2850,60,171000,112860
134,85,1,XOne,2014,Europe,Austria,1150,60,69000,43470
135,86,1,Nintendo Switch,2014,Europe,Austria,1900,60,114000,76380
136,87,1,Nintendo Switch,2014,Europe,Austria,2100,60,126000,76860
137,88,1,PS4,2014,Europe,Austria,2350,60,141000,135360
138,88,1,XOne,2014,Europe,Austria,550,60,33000,31020
139,88,1,PC,2014,Europe,Austria,50,60,3000,2070
140,89,1,XOne,2014,Europe,Austria,3900,60,234000,154440
141,90,1,Nintendo Switch,2014,Europe,Austria,2750,60,165000,122100
142,91,1,PS4,2014,Europe,Austria,4000,60,240000,225600
143,91,1,PC,2014,Europe,Austria,1450,60,87000,60900
144,91,1,XOne,2014,Europe,Austria,1400,60,84000,57120
145,92,1,PS4,2014,Europe,Austria,5400,60,324000,197640
146,92,1,XOne,2014,Europe,Austria,1700,60,102000,63240
147,92,1,PC,2014,Europe,Austria,750,60,45000,40950
148,93,1,PS4,2014,Europe,Austria,4300,60,258000,178020
149,93,1,XOne,2014,Europe,Austria,1250,60,75000,59250
150,93,1,PC,2014,Europe,Austria,800,60,48000,35520
151,94,1,PS4,2014,Europe,Austria,4650,60,279000,212040
152,95,1,PS4,2014,Europe,Austria,4400,60,264000,253440
153,95,1,PC,2014,Europe,Austria,1700,60,102000,86700
154,95,1,XOne,2014,Europe,Austria,1400,60,84000,50400
155,96,1,PS4,2014,Europe,Austria,6900,60,414000,331200
156,97,1,PS4,2014,Europe,Austria,1250,60,75000,60000
157,97,1,XOne,2014,Europe,Austria,450,60,27000,21330
158,98,1,PS4,2014,Europe,Austria,2700,60,162000,158760
159,98,1,XOne,2014,Europe,Austria,900,60,54000,35640
160,99,1,PS4,2014,Europe,Austria,4900,60,294000,188160
161,101,1,XOne,2014,Europe,Austria,4000,60,240000,172800
162,101,1,PC,2014,Europe,Austria,1500,60,90000,66600
163,102,1,PS4,2014,Europe,Austria,7150,60,429000,308880
164,102,1,XOne,2014,Europe,Austria,2500,60,150000,100500
165,102,1,PC,2014,Europe,Austria,1000,60,60000,57000
166,103,1,PC,2014,Europe,Austria,9100,60,546000,338520
167,104,1,XOne,2014,Europe,Austria,5000,60,300000,270000
168,105,1,PS4,2014,Europe,Austria,10350,60,621000,409860
169,105,1,XOne,2014,Europe,Austria,4500,60,270000,232200
170,105,1,PC,2014,Europe,Austria,1650,60,99000,71280
171,106,1,PS4,2014,Europe,Austria,10900,60,654000,464340
172,106,1,XOne,2014,Europe,Austria,3450,60,207000,192510
173,106,1,PC,2014,Europe,Austria,2200,60,132000,93720
174,107,1,PS4,2014,Europe,Austria,10350,60,621000,503010
175,107,1,XOne,2014,Europe,Austria,4600,60,276000,207000
176,108,1,PS4,2014,Europe,Austria,21650,60,1299000,935280
177,108,1,XOne,2014,Europe,Austria,7100,60,426000,276900
178,108,1,PC,2014,Europe,Austria,1350,60,81000,73710
179,109,1,Nintendo Switch,2014,Europe,Austria,10750,60,645000,438600
180,110,1,PS4,2014,Europe,Austria,17400,60,1044000,835200
181,110,1,XOne,2014,Europe,Austria,7750,60,465000,395250
182,110,1,PC,2014,Europe,Austria,1150,60,69000,62790
183,111,1,PS4,2015,Europe,Austria,4000,60,240000,160800
184,111,1,XOne,2015,Europe,Austria,1050,60,63000,58590
185,111,1,PC,2015,Europe,Austria,200,60,12000,11160
186,112,1,Nintendo Switch,2015,Europe,Austria,950,60,57000,50160
187,112,1,PS4,2015,Europe,Austria,400,60,24000,16320
188,112,1,XOne,2015,Europe,Austria,250,60,15000,11250
189,113,1,Nintendo Switch,2015,Europe,Austria,1250,60,75000,53250
190,113,1,PS4,2015,Europe,Austria,650,60,39000,26520
191,113,1,XOne,2015,Europe,Austria,200,60,12000,10320
192,114,1,PS4,2015,Europe,Austria,800,60,48000,30720
193,114,1,XOne,2015,Europe,Austria,250,60,15000,13650
194,115,1,PS4,2015,Europe,Austria,1850,60,111000,82140
195,115,1,Nintendo Switch,2015,Europe,Austria,900,60,54000,42120
196,115,1,XOne,2015,Europe,Austria,750,60,45000,31050
197,116,1,PS4,2015,Europe,Austria,1900,60,114000,96900
198,116,1,XOne,2015,Europe,Austria,1000,60,60000,55800
199,116,1,Nintendo Switch,2015,Europe,Austria,250,60,15000,10500
200,117,1,PS4,2015,Europe,Austria,1650,60,99000,62370
201,117,1,XOne,2015,Europe,Austria,650,60,39000,31980
202,118,1,PS4,2015,Europe,Austria,2100,60,126000,80640
203,118,1,XOne,2015,Europe,Austria,1100,60,66000,60720
204,118,1,Nintendo Switch,2015,Europe,Austria,950,60,57000,36480
205,118,1,PC,2015,Europe,Austria,200,60,12000,8040
206,119,1,PS4,2015,Europe,Austria,2050,60,123000,115620
207,119,1,XOne,2015,Europe,Austria,1000,60,60000,44400
208,119,1,PC,2015,Europe,Austria,500,60,30000,23400
209,123,1,PS4,2015,Europe,Austria,3500,60,210000,201600
210,123,1,XOne,2015,Europe,Austria,650,60,39000,30030
211,123,1,PC,2015,Europe,Austria,600,60,36000,34920
212,120,1,PS4,2015,Europe,Austria,2600,60,156000,120120
213,120,1,XOne,2015,Europe,Austria,550,60,33000,29370
214,121,1,PS4,2014,Europe,Austria,31550,60,1893000,1855140
215,121,1,XOne,2014,Europe,Austria,10950,60,657000,578160
216,121,1,PC,2015,Europe,Austria,3450,60,207000,161460
217,122,1,PS4,2015,Europe,Austria,3000,60,180000,140400
218,122,1,XOne,2015,Europe,Austria,1100,60,66000,44880
219,124,1,PC,2014,Europe,Austria,2550,60,153000,110160
220,124,1,XOne,2015,Europe,Austria,1900,60,114000,99180
221,125,1,Nintendo Switch,2015,Europe,Austria,2350,60,141000,94470
222,126,1,Nintendo Switch,2015,Europe,Austria,2650,60,159000,133560
223,127,1,PS4,2015,Europe,Austria,4500,60,270000,167400
224,128,1,PS4,2015,Europe,Austria,3900,60,234000,217620
225,129,1,XOne,2015,Europe,Austria,4500,60,270000,164700
226,130,1,PS4,2015,Europe,Austria,5150,60,309000,213210
227,130,1,XOne,2015,Europe,Austria,1950,60,117000,97110
228,130,1,PC,2015,Europe,Austria,550,60,33000,31680
229,131,1,PS4,2015,Europe,Austria,3950,60,237000,208560
230,131,1,XOne,2015,Europe,Austria,1150,60,69000,65550
231,132,1,PS4,2015,Europe,Austria,3350,60,201000,156780
232,132,1,XOne,2015,Europe,Austria,1500,60,90000,67500
233,132,1,PC,2015,Europe,Austria,300,60,18000,16740
234,133,1,PS4,2015,Europe,Austria,4700,60,282000,214320
235,133,1,XOne,2015,Europe,Austria,1850,60,111000,93240
236,133,1,PC,2015,Europe,Austria,650,60,39000,34710
237,134,1,PS4,2015,Europe,Austria,5950,60,357000,264180
238,134,1,XOne,2015,Europe,Austria,2250,60,135000,121500
239,134,1,PC,2015,Europe,Austria,400,60,24000,20160
240,135,1,PS4,2015,Europe,Austria,4050,60,243000,206550
241,136,1,Nintendo Switch,2015,Europe,Austria,4450,60,267000,184230
242,137,1,PS4,2015,Europe,Austria,1500,60,90000,83700
243,137,1,XOne,2015,Europe,Austria,400,60,24000,17520
244,138,1,XOne,2015,Europe,Austria,1650,60,99000,97020
245,139,1,PS4,2015,Europe,Austria,9950,60,597000,531330
246,139,1,XOne,2015,Europe,Austria,2800,60,168000,115920
247,139,1,PC,2015,Europe,Austria,450,60,27000,16470
248,140,1,PS4,2015,Europe,Austria,6800,60,408000,248880
249,140,1,XOne,2015,Europe,Austria,1300,60,78000,47580
250,140,1,PC,2015,Europe,Austria,350,60,21000,18480
251,141,1,PS4,2015,Europe,Austria,3300,60,198000,158400
252,141,1,XOne,2015,Europe,Austria,750,60,45000,33750
253,141,1,PC,2015,Europe,Austria,300,60,18000,10980
254,142,1,PS4,2015,Europe,Austria,8450,60,507000,491790
255,142,1,XOne,2015,Europe,Austria,2350,60,141000,107160
256,142,1,PC,2015,Europe,Austria,150,60,9000,6570
257,143,1,PS4,2015,Europe,Austria,10650,60,639000,434520
258,143,1,XOne,2015,Europe,Austria,2500,60,150000,114000
259,143,1,PC,2015,Europe,Austria,2300,60,138000,107640
260,144,1,Nintendo Switch,2015,Europe,Austria,5900,60,354000,293820
261,145,1,XOne,2015,Europe,Austria,6350,60,381000,312420
262,146,1,PS4,2015,Europe,Austria,8550,60,513000,400140
263,147,1,PS4,2015,Europe,Austria,16350,60,981000,892710
264,147,1,XOne,2015,Europe,Austria,6600,60,396000,245520
265,147,1,PC,2015,Europe,Austria,3350,60,201000,180900
266,148,1,PS4,2015,Europe,Austria,30600,60,1836000,1560600
267,148,1,XOne,2015,Europe,Austria,10600,60,636000,426120
268,148,1,PC,2015,Europe,Austria,650,60,39000,31590
269,150,1,XOne,2015,Europe,Austria,3500,60,210000,195300
270,150,1,PC,2016,Europe,Austria,550,60,33000,23430
271,152,1,PS4,2016,Europe,Austria,2250,60,135000,86400
272,152,1,XOne,2016,Europe,Austria,450,60,27000,21600
273,152,1,PC,2016,Europe,Austria,350,60,21000,15540
274,153,1,PS4,2016,Europe,Austria,1050,60,63000,42210
275,153,1,XOne,2016,Europe,Austria,750,60,45000,34650
276,153,1,PC,2016,Europe,Austria,200,60,12000,8040
277,149,1,PC,2016,Europe,Austria,2900,60,174000,114840
278,149,1,PS4,2016,Europe,Austria,1550,60,93000,87420
279,149,1,XOne,2016,Europe,Austria,350,60,21000,13230
280,154,1,PS4,2016,Europe,Austria,2150,60,129000,118680
281,154,1,XOne,2016,Europe,Austria,650,60,39000,32370
282,154,1,Nintendo Switch,2016,Europe,Austria,350,60,21000,18060
283,155,1,PS4,2016,Europe,Austria,1750,60,105000,93450
284,155,1,XOne,2016,Europe,Austria,600,60,36000,26280
285,155,1,Nintendo Switch,2016,Europe,Austria,500,60,30000,24300
286,156,1,PS4,2016,Europe,Austria,1250,60,75000,62250
287,156,1,XOne,2016,Europe,Austria,750,60,45000,44100
288,156,1,PC,2016,Europe,Austria,200,60,12000,11520
289,157,1,PS4,2016,Europe,Austria,2450,60,147000,105840
290,157,1,XOne,2016,Europe,Austria,700,60,42000,30240
291,158,1,Nintendo Switch,2016,Europe,Austria,1300,60,78000,56160
292,159,1,Nintendo Switch,2016,Europe,Austria,1500,60,90000,55800
293,160,1,XOne,2016,Europe,Austria,2900,60,174000,139200
294,161,1,PS4,2016,Europe,Austria,2900,60,174000,165300
295,161,1,XOne,2016,Europe,Austria,800,60,48000,41760
296,162,1,PS4,2016,Europe,Austria,2250,60,135000,120150
297,162,1,XOne,2016,Europe,Austria,350,60,21000,16380
298,163,1,XOne,2016,Europe,Austria,2200,60,132000,85800
299,151,1,PS4,2016,Europe,Austria,3800,60,228000,202920
300,164,1,PS4,2016,Europe,Austria,850,60,51000,44880
301,164,1,XOne,2016,Europe,Austria,100,60,6000,4620
302,165,1,PS4,2016,Europe,Austria,5400,60,324000,281880
303,165,1,XOne,2016,Europe,Austria,1450,60,87000,62640
304,165,1,PC,2016,Europe,Austria,500,60,30000,23100
305,166,1,PS4,2016,Europe,Austria,1350,60,81000,69660
306,166,1,XOne,2016,Europe,Austria,300,60,18000,15840
307,166,1,PC,2016,Europe,Austria,50,60,3000,2940
308,167,1,PS4,2016,Europe,Austria,4250,60,255000,239700
309,167,1,XOne,2016,Europe,Austria,1650,60,99000,83160
310,167,1,PC,2016,Europe,Austria,1200,60,72000,51120
311,168,1,PS4,2016,Europe,Austria,6250,60,375000,300000
312,168,1,XOne,2016,Europe,Austria,1650,60,99000,66330
313,168,1,PC,2016,Europe,Austria,550,60,33000,30360
314,169,1,PS4,2016,Europe,Austria,8500,60,510000,443700
315,169,1,XOne,2016,Europe,Austria,3400,60,204000,124440
316,169,1,PC,2016,Europe,Austria,750,60,45000,32850
317,170,1,PS4,2016,Europe,Austria,10750,60,645000,541800
318,170,1,XOne,2016,Europe,Austria,3850,60,231000,200970
319,170,1,PC,2016,Europe,Austria,1200,60,72000,46080
320,171,1,PS4,2016,Europe,Austria,10000,60,600000,504000
321,171,1,XOne,2016,Europe,Austria,3700,60,222000,153180
322,171,1,PC,2016,Europe,Austria,400,60,24000,17280
323,172,1,PS4,2016,Europe,Austria,12500,60,750000,675000
324,173,1,PS4,2016,Europe,Austria,28750,60,1725000,1431750
325,173,1,XOne,2016,Europe,Austria,10250,60,615000,522750
326,173,1,PC,2016,Europe,Austria,550,60,33000,30360
327,2,2,PC,1996,Europe,Belgium,420,60,25200,17136
328,1,2,PC,1996,Europe,Belgium,9480,60,568800,489168
329,6,2,PC,1997,Europe,Belgium,7500,60,450000,279000
330,3,2,PC,1997,Europe,Belgium,600,60,36000,34560
331,5,2,PC,1997,Europe,Belgium,4920,60,295200,268632
332,4,2,PC,1997,Europe,Belgium,12,60,720,504
333,7,2,PC,1998,Europe,Belgium,240,60,14400,12240
334,8,2,PC,1999,Europe,Belgium,60,60,3600,2664
335,9,2,PC,2000,Europe,Belgium,7080,60,424800,373824
336,10,2,PC,2001,Europe,Belgium,120,60,7200,5832
337,11,2,PC,2001,Europe,Belgium,12,60,720,540
338,12,2,PC,2001,Europe,Belgium,4980,60,298800,274896
339,13,2,PC,2002,Europe,Belgium,300,60,18000,16200
340,14,2,PC,2002,Europe,Belgium,7260,60,435600,418176
341,15,2,PC,2002,Europe,Belgium,9360,60,561600,393120
342,16,2,PC,2003,Europe,Belgium,5220,60,313200,194184
343,17,2,PC,2003,Europe,Belgium,48,60,2880,2822
344,18,2,PC,2003,Europe,Belgium,4800,60,288000,192960
345,19,2,PC,2004,Europe,Belgium,120,60,7200,6480
346,20,2,PC,2004,Europe,Belgium,37260,60,2235600,1654344
347,21,2,PC,2005,Europe,Belgium,300,60,18000,15480
348,22,2,PC,2007,Europe,Belgium,6720,60,403200,350784
349,23,2,PC,2007,Europe,Belgium,6720,60,403200,314496
350,24,2,PC,2007,Europe,Belgium,9120,60,547200,465120
351,25,2,PC,2008,Europe,Belgium,6840,60,410400,246240
352,26,2,PC,2008,Europe,Belgium,6360,60,381600,263304
353,27,2,PC,2008,Europe,Belgium,780,60,46800,38844
354,28,2,PC,2009,Europe,Belgium,5820,60,349200,300312
355,29,2,PC,2009,Europe,Belgium,38520,60,2311200,1872072
356,30,2,PC,2010,Europe,Belgium,2700,60,162000,150660
357,31,2,PC,2010,Europe,Belgium,6060,60,363600,356328
358,32,2,PC,2010,Europe,Belgium,3120,60,187200,151632
359,33,2,PC,2010,Europe,Belgium,5220,60,313200,253692
360,34,2,PC,2010,Europe,Belgium,1920,60,115200,70272
361,35,2,PC,2010,Europe,Belgium,10080,60,604800,465696
362,36,2,PC,2011,Europe,Belgium,6780,60,406800,386460
363,37,2,PC,2011,Europe,Belgium,6960,60,417600,321552
364,38,2,PC,2011,Europe,Belgium,5880,60,352800,303408
365,39,2,PC,2011,Europe,Belgium,8580,60,514800,380952
366,40,2,PC,2011,Europe,Belgium,6060,60,363600,309060
367,41,2,PC,2011,Europe,Belgium,12720,60,763200,503712
368,42,2,PC,2012,Europe,Belgium,3180,60,190800,114480
369,42,2,Nintendo Switch,2012,Europe,Belgium,780,60,46800,29016
370,43,2,Nintendo Switch,2012,Europe,Belgium,2160,60,129600,85536
371,44,2,PC,2012,Europe,Belgium,5700,60,342000,229140
372,45,2,PC,2012,Europe,Belgium,4140,60,248400,211140
373,45,2,Nintendo Switch,2012,Europe,Belgium,1080,60,64800,58968
374,46,2,PC,2012,Europe,Belgium,4560,60,273600,186048
375,47,2,PC,2012,Europe,Belgium,6420,60,385200,342828
376,48,2,Nintendo Switch,2012,Europe,Belgium,6660,60,399600,383616
377,49,2,PC,2012,Europe,Belgium,12960,60,777600,684288
378,49,2,PS4,2014,Europe,Belgium,5880,60,352800,215208
379,50,2,Nintendo Switch,2012,Europe,Belgium,8040,60,482400,376272
380,51,2,PS4,2013,Europe,Belgium,8580,60,514800,463320
381,51,2,XOne,2013,Europe,Belgium,4620,60,277200,271656
382,51,2,Nintendo Switch,2013,Europe,Belgium,540,60,32400,27540
383,52,2,Nintendo Switch,2013,Europe,Belgium,900,60,54000,35640
384,52,2,PS4,2013,Europe,Belgium,720,60,43200,32400
385,52,2,XOne,2013,Europe,Belgium,360,60,21600,21168
386,53,2,Nintendo Switch,2013,Europe,Belgium,1380,60,82800,69552
387,53,2,PS4,2013,Europe,Belgium,960,60,57600,43776
388,53,2,XOne,2013,Europe,Belgium,660,60,39600,36432
389,54,2,PS4,2014,Europe,Belgium,3840,60,230400,186624
390,54,2,Nintendo Switch,2013,Europe,Belgium,1980,60,118800,85536
391,54,2,XOne,2014,Europe,Belgium,1080,60,64800,50544
392,55,2,PS4,2013,Europe,Belgium,780,60,46800,40716
393,55,2,XOne,2013,Europe,Belgium,300,60,18000,10800
394,56,2,Nintendo Switch,2013,Europe,Belgium,2520,60,151200,114912
395,57,2,Nintendo Switch,2013,Europe,Belgium,1920,60,115200,72576
396,58,2,XOne,2013,Europe,Belgium,2580,60,154800,120744
397,59,2,PC,2013,Europe,Belgium,4620,60,277200,266112
398,60,2,PS4,2013,Europe,Belgium,1860,60,111600,73656
399,60,2,XOne,2013,Europe,Belgium,660,60,39600,31680
400,61,2,XOne,2013,Europe,Belgium,2100,60,126000,80640
401,62,2,PS4,2013,Europe,Belgium,4560,60,273600,229824
402,62,2,XOne,2013,Europe,Belgium,2100,60,126000,103320
403,62,2,Nintendo Switch,2013,Europe,Belgium,2100,60,126000,84420
404,62,2,PC,2013,Europe,Belgium,720,60,43200,28944
405,63,2,PC,2013,Europe,Belgium,3960,60,237600,149688
406,64,2,PS4,2013,Europe,Belgium,4080,60,244800,188496
407,65,2,Nintendo Switch,2013,Europe,Belgium,3360,60,201600,149184
408,66,2,PS4,2013,Europe,Belgium,5520,60,331200,324576
409,66,2,PC,2013,Europe,Belgium,1140,60,68400,55404
410,66,2,XOne,2013,Europe,Belgium,1020,60,61200,49572
411,67,2,XOne,2013,Europe,Belgium,4740,60,284400,193392
412,68,2,Nintendo Switch,2013,Europe,Belgium,3720,60,223200,138384
413,69,2,PS4,2013,Europe,Belgium,7980,60,478800,344736
414,70,2,PS4,2013,Europe,Belgium,7860,60,471600,344268
415,70,2,XOne,2013,Europe,Belgium,3300,60,198000,164340
416,70,2,PC,2013,Europe,Belgium,2280,60,136800,86184
417,70,2,Nintendo Switch,2013,Europe,Belgium,540,60,32400,27540
418,71,2,PS4,2013,Europe,Belgium,11100,60,666000,552780
419,71,2,XOne,2013,Europe,Belgium,3960,60,237600,163944
420,71,2,PC,2013,Europe,Belgium,2160,60,129600,81648
421,72,2,PS4,2013,Europe,Belgium,9300,60,558000,457560
422,72,2,PC,2013,Europe,Belgium,5220,60,313200,250560
423,72,2,XOne,2013,Europe,Belgium,3480,60,208800,146160
424,73,2,Nintendo Switch,2013,Europe,Belgium,6960,60,417600,275616
425,74,2,PS4,2014,Europe,Belgium,11400,60,684000,465120
426,74,2,XOne,2014,Europe,Belgium,3180,60,190800,186984
427,74,2,PC,2014,Europe,Belgium,1560,60,93600,72072
428,74,2,Nintendo Switch,2014,Europe,Belgium,300,60,18000,15480
429,75,2,PS4,2014,Europe,Belgium,1140,60,68400,46512
430,75,2,XOne,2014,Europe,Belgium,360,60,21600,20520
